,0,1
0,Target,file_name
1868,14,795|2000- 14.png
1869,28,1621|2000- 28.png
1870,7,1941|2000- 7.png
1871,2,564|2000- 2.png
1872,2,367|2000- 2.png
1873,47,601|2000- 47.png
1874,2,491|2000- 2.png
1875,18,1909|2000- 18.png
1876,5,330|2000- 5.png
1877,24,85|2000- 24.png
1878,10,1883|2000- 10.png
1879,28,1914|2000- 28.png
1880,21,1819|2000- 21.png
1881,33,62|2000- 33.png
1882,43,849|2000- 43.png
1883,22,978|2000- 22.png
1884,2,1615|2000- 2.png
1885,40,1316|2000- 40.png
1886,2,1359|2000- 2.png
1887,24,1456|2000- 24.png
1888,43,588|2000- 43.png
1889,29,120|2000- 29.png
1890,17,556|2000- 17.png
1891,33,1718|2000- 33.png
1892,36,1759|2000- 36.png
1893,31,244|2000- 31.png
1894,1,87|2000- 1.png
1895,18,1511|2000- 18.png
1896,47,150|2000- 47.png
1897,18,1004|2000- 18.png
1898,22,1636|2000- 22.png
1899,18,349|2000- 18.png
1900,31,38|2000- 31.png
1901,3,1846|2000- 3.png
1902,22,1347|2000- 22.png
1903,28,194|2000- 28.png
1904,40,1485|2000- 40.png
1905,42,1197|2000- 42.png
1906,39,1831|2000- 39.png
1907,8,1862|2000- 8.png
1908,0,24|2000- 0.png
1909,20,1852|2000- 20.png
1910,33,1369|2000- 33.png
1911,20,47|2000- 20.png
1912,30,962|2000- 30.png
1913,34,507|2000- 34.png
1914,5,212|2000- 5.png
1915,6,1284|2000- 6.png
1916,28,1073|2000- 28.png
1917,44,1902|2000- 44.png
1918,45,578|2000- 45.png
1919,5,388|2000- 5.png
1920,9,1881|2000- 9.png
1921,2,195|2000- 2.png
1922,48,60|2000- 48.png
1923,0,315|2000- 0.png
1924,43,589|2000- 43.png
1925,0,1230|2000- 0.png
1926,49,802|2000- 49.png
1927,32,1803|2000- 32.png
1928,46,196|2000- 46.png
1929,0,1405|2000- 0.png
1930,33,606|2000- 33.png
1931,1,887|2000- 1.png
1932,11,894|2000- 11.png
1933,25,1409|2000- 25.png
1934,48,732|2000- 48.png
1935,45,991|2000- 45.png
1936,45,889|2000- 45.png
1937,24,144|2000- 24.png
1938,47,677|2000- 47.png
1939,28,1191|2000- 28.png
1940,44,293|2000- 44.png
1941,42,763|2000- 42.png
1942,34,1706|2000- 34.png
1943,36,1698|2000- 36.png
1944,3,350|2000- 3.png
1945,47,1120|2000- 47.png
1946,11,1465|2000- 11.png
1947,8,1263|2000- 8.png
1948,1,1898|2000- 1.png
1949,42,221|2000- 42.png
1950,38,1132|2000- 38.png
1951,22,386|2000- 22.png
1952,6,1162|2000- 6.png
1953,9,1058|2000- 9.png
1954,34,224|2000- 34.png
1955,30,242|2000- 30.png
1956,6,1131|2000- 6.png
1957,27,264|2000- 27.png
1958,36,1161|2000- 36.png
1959,22,1469|2000- 22.png
1960,42,1891|2000- 42.png
1961,47,688|2000- 47.png
1962,43,882|2000- 43.png
1963,7,210|2000- 7.png
1964,42,639|2000- 42.png
1965,33,877|2000- 33.png
1966,7,1964|2000- 7.png
1967,22,1793|2000- 22.png
1968,24,844|2000- 24.png
1969,28,1711|2000- 28.png
1970,20,1247|2000- 20.png
1971,0,1376|2000- 0.png
1972,0,1926|2000- 0.png
1973,23,1991|2000- 23.png
1974,1,875|2000- 1.png
1975,47,662|2000- 47.png
1976,38,1175|2000- 38.png
1977,26,1178|2000- 26.png
1978,13,262|2000- 13.png
1979,18,1499|2000- 18.png
1980,40,1990|2000- 40.png
1981,48,456|2000- 48.png
1982,10,1400|2000- 10.png
1983,10,1253|2000- 10.png
1984,47,142|2000- 47.png
1985,42,1252|2000- 42.png
1986,11,135|2000- 11.png
1987,32,857|2000- 32.png
1988,20,1089|2000- 20.png
1989,18,1693|2000- 18.png
1990,35,1054|2000- 35.png
1991,37,185|2000- 37.png
1992,7,966|2000- 7.png
1993,22,1333|2000- 22.png
1994,19,1256|2000- 19.png
1995,48,282|2000- 48.png
1996,34,1520|2000- 34.png
1997,18,421|2000- 18.png
1998,14,1195|2000- 14.png
1999,39,638|2000- 39.png
2000,26,420|2000- 26.png
